,Name,Year,Genre,Publisher,Platform,Platform_Company,Device_Type,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Total_Sales
245,NASCAR Unleashed,2011,Racing,Activision,3DS,Nintendo,HHC,180000,0,0,10000,190000
246,Spider-Man: Friend or Foe,2007,Action,Activision,Wii,Nintendo,Console,130000,10000,0,10000,150000
247,Koudelka,1999,RPG,Atari,PS,Sony,Console,50000,30000,0,10000,90000
248,Body Harvest,1998,Shooter,Gremlin Interactive Ltd,N64,Nintendo,Console,160000,40000,0,0,200000
249,Rugby World Cup 2015,2015,Sports,Ubisoft,PC,PC,PC,0,10000,0,0,10000
250,Pokemon Trozei!,2005,Puzzle,Nintendo,DS,Nintendo,HHC,260000,0,310000,20000,590000
251,Mario Golf,1999,Action,Nintendo,N64,Nintendo,Console,620000,180000,650000,20000,1470000
252,Frogger: Helmet Chaos,2005,Platform,Konami Digital Entertainment,PSP,Sony,HHC,100000,0,0,10000,110000
253,Up,2009,Action,THQ,PSP,Sony,HHC,240000,100000,0,70000,410000
254,Dishonored,2012,Action,Bethesda Softworks,PS3,Sony,Console,720000,540000,40000,250000,1550000
255,Teenage Mutant Ninja Turtles II: The Arcade Game,1990,Action,Konami Digital Entertainment,NES,Nintendo,Console,1740000,250000,210000,30000,2230000
256,Frogger 3D,2011,Action,Konami Digital Entertainment,3DS,Nintendo,HHC,160000,30000,0,10000,200000
257,Monster Hunter Tri,2011,RPG,Nintendo,3DS,Nintendo,HHC,460000,290000,1960000,70000,2780000
258,Rosario to Vampire: Tanabata no Miss Youkai Gakuen,2008,Adventure,Capcom,DS,Nintendo,HHC,0,0,10000,0,10000
259,Ape Escape: Pumped & Primed,2004,Misc,Sony Computer Entertainment,PS2,Sony,Console,40000,30000,0,10000,80000
260,Just Dance Wii U,2014,Misc,Nintendo,WiiU,Nintendo,Console,0,0,90000,0,90000
261,SimCity 2000,1994,Simulation,Sega,SAT,SEGA,Console,0,0,280000,0,280000
262,Worldwide Soccer Manager 2007,2006,Sports,Sega,PC,PC,PC,0,20000,0,0,20000
263,Glover,1999,Platform,Atari,PS,Sony,Console,90000,60000,0,10000,160000
264,The Witch and the Hundred Knight,2015,RPG,Nippon Ichi Software,PS4,Sony,Console,20000,10000,50000,10000,90000
265,NBA 2K12,2011,Sports,Take-Two Interactive,PSP,Sony,HHC,220000,30000,0,30000,280000
266,Ping Pals,2004,Misc,THQ,DS,Nintendo,HHC,100000,0,0,10000,110000
267,NFL GameDay 2001,2000,Sports,Sony Computer Entertainment,PS2,Sony,Console,180000,140000,0,50000,370000
268,Twisted Metal: Black,2001,Racing,Sony Computer Entertainment,PS2,Sony,Console,1190000,170000,0,50000,1410000
269,One Piece: Unlimited World Red,2014,Action,Namco Bandai Games,PS3,Sony,Console,90000,120000,60000,50000,320000
270,Panzer Tactics,2007,Strategy,10TACLE Studios,DS,Nintendo,HHC,60000,0,0,0,60000
271,Iron Chef America: Supreme Cuisine,2008,Simulation,Destineer,DS,Nintendo,HHC,180000,0,0,10000,190000
272,The Incredibles: Rise of the Underminer,2005,Action,THQ,XB,Microsoft,Console,60000,20000,0,0,80000
273,Warhammer: Dark Omen,1998,Strategy,Electronic Arts,PS,Sony,Console,20000,10000,0,0,30000
274,Making History: The Great War,2010,Strategy,Namco Bandai Games,Wii,Nintendo,Console,0,0,150000,0,150000
275,Chibi-Robo! Zip Lash,2015,Platform,Nintendo,3DS,Nintendo,HHC,90000,80000,60000,20000,250000
276,Bolt,2008,Adventure,Disney Interactive Studios,PS3,Sony,Console,120000,50000,0,20000,190000
277,Soldier of Fortune II: Double Helix,2003,Shooter,Activision,XB,Microsoft,Console,170000,50000,0,10000,230000
278,1942,1985,Shooter,Capcom,NES,Nintendo,Console,650000,140000,210000,0,1000000
279,Alvin and the Chipmunks: Chipwrecked,2011,Misc,505 Games,X360,Microsoft,Console,80000,10000,0,10000,100000
280,Tony Hawk's Underground 2,2004,Sports,Activision,GBA,Nintendo,HHC,350000,130000,0,10000,490000
281,Slam Dunk SD Heat Up!!,1995,Sports,Namco Bandai Games,SNES,Nintendo,Console,0,0,50000,0,50000
282,Cabela's Dangerous Hunts: Ultimate Challenge,2006,Sports,Activision Value,PSP,Sony,HHC,60000,0,0,0,60000
283,FIFA Soccer 2005,2004,Sports,Electronic Arts,GC,Nintendo,Console,110000,30000,0,0,140000
284,Apollo Justice: Ace Attorney,2007,Adventure,Capcom,DS,Nintendo,HHC,320000,60000,640000,40000,1060000
285,NCAA Football 06,2005,Sports,Electronic Arts,PS2,Sony,Console,1530000,50000,0,250000,1830000
286,Dark Messiah of Might and Magic Elements,2008,RPG,Ubisoft,X360,Microsoft,Console,160000,20000,10000,20000,210000
287,Samurai Shodown Sen,2009,Fighting,Rising Star Games,X360,Microsoft,Console,70000,10000,0,10000,90000
288,Yourself Fitness,2004,Sports,responDESIGN,XB,Microsoft,Console,70000,20000,0,0,90000
289,Global Touring Challenge: Africa,2001,Racing,Rage Software,PS2,Sony,Console,50000,40000,0,10000,100000
290,Tomb Raider: Anniversary,2007,Action,Eidos Interactive,X360,Microsoft,Console,120000,230000,0,50000,400000
291,PQ: Practical Intelligence Quotient,2005,Puzzle,D3Publisher,PSP,Sony,HHC,70000,0,0,10000,80000
292,Lotus Challenge,2004,Racing,Ignition Entertainment,GC,Nintendo,Console,10000,0,0,0,10000
293,SpongeBob: HeroPants,2015,Platform,Activision,X360,Microsoft,Console,80000,0,0,10000,90000
294,Are You Smarter Than a 5th Grader? Back to School,2010,Misc,THQ,DS,Nintendo,HHC,80000,0,0,10000,90000
295,Crazy Taxi 2,2001,Racing,Sega,DC,SEGA,Console,0,0,70000,0,70000
296,Panzer Dragoon,1995,Shooter,Sega,SAT,SEGA,Console,0,0,370000,0,370000
297,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",2007,Action,Activision,PS3,Sony,Console,320000,40000,10000,40000,410000
298,Neverwinter Nights 2,2006,RPG,Atari,PC,PC,PC,0,20000,0,0,20000
299,Aria: The Origination ~Aoi Wakusei no El Cielo~,2008,Adventure,Alchemist,PS2,Sony,Console,0,0,20000,0,20000
300,Warriors Orochi 2,2008,Action,Tecmo Koei,PSP,Sony,HHC,60000,0,220000,10000,290000
301,Viz,1998,Racing,Acclaim Entertainment,N64,Nintendo,Console,230000,60000,0,0,290000
302,Activision Anthology,2003,Misc,Activision,GBA,Nintendo,HHC,30000,10000,0,0,40000
303,The Crew,2014,Racing,Ubisoft,XOne,Microsoft,Console,240000,340000,0,50000,630000
304,Cabela's Dangerous Hunts 2011,2010,Sports,Activision,Wii,Nintendo,Console,530000,20000,0,40000,590000
305,Syndicate,2012,Shooter,Electronic Arts,X360,Microsoft,Console,100000,60000,0,20000,180000
306,CSI: Fatal Conspiracy,2010,Adventure,Ubisoft,PC,PC,PC,0,30000,0,10000,40000
307,Max Payne 2: The Fall of Max Payne,2003,Shooter,Take-Two Interactive,PC,PC,PC,0,20000,0,0,20000
308,Soma Bringer,2008,RPG,Nintendo,DS,Nintendo,HHC,0,0,110000,0,110000
309,Harvest Moon: Magical Melody,2005,Simulation,Ubisoft,GC,Nintendo,Console,190000,50000,0,10000,250000
310,Criminal Girls 2,2015,RPG,Nippon Ichi Software,PSV,Sony,HHC,0,0,30000,0,30000
311,Time Crisis: Project Titan,2001,Shooter,Namco Bandai Games,PS,Sony,Console,30000,20000,0,0,50000
312,50 Cent: Bulletproof,2006,Action,Vivendi Games,PSP,Sony,HHC,80000,0,0,10000,90000
313,de Blob 2,2011,Platform,THQ,Wii,Nintendo,Console,110000,60000,0,20000,190000
314,The Urbz: Sims in the City,2004,Simulation,Electronic Arts,GBA,Nintendo,HHC,370000,220000,0,30000,620000
315,And1 Streetball,2006,Action,Ubisoft,PS2,Sony,Console,130000,100000,0,30000,260000
316,Sonic Adventure,1998,Platform,Sega,DC,SEGA,Console,1260000,610000,460000,80000,2410000
317,Peter Jacobsen's Golden Tee Golf,2000,Sports,Infogrames,PS,Sony,Console,70000,50000,0,10000,130000
318,Naruto: Ninja Council 3,2006,Action,D3Publisher,DS,Nintendo,HHC,390000,0,0,30000,420000
319,FIFA 15,2014,Sports,Electronic Arts,PC,PC,PC,0,270000,0,30000,300000
320,WWE '13,2012,Action,THQ,Wii,Nintendo,Console,120000,20000,0,10000,150000
321,The Amazing Spider-Man 2 (2014),2014,Action,Activision,WiiU,Nintendo,Console,30000,20000,0,0,50000
322,Katekyoo Hitman Reborn! Kindan no Yami no Delta,2008,Action,Marvelous Interactive,Wii,Nintendo,Console,0,0,10000,0,10000
323,Jackie Chan: Stuntmaster,1999,Action,Sony Computer Entertainment,PS,Sony,Console,120000,80000,0,10000,210000
324,Coronation Street: The Mystery of the Missing Hotpot Recipe,2011,Adventure,Avanquest,PC,PC,PC,0,10000,0,0,10000
325,Where the Wild Things Are,2009,Platform,Warner Bros. Interactive Entertainment,X360,Microsoft,Console,100000,0,0,10000,110000
326,Fallout: New Vegas,2010,RPG,Bethesda Softworks,PC,PC,PC,580000,450000,0,140000,1170000
327,Fantastic Four,1997,Action,Acclaim Entertainment,PS,Sony,Console,40000,30000,0,0,70000
328,Army Men: Sarge's War,2004,Shooter,Global Star,GC,Nintendo,Console,120000,30000,0,0,150000
329,Uppers,2016,Action,Marvelous Entertainment,PSV,Sony,HHC,0,0,10000,0,10000
330,Mass Effect 3,2012,RPG,Electronic Arts,X360,Microsoft,Console,1940000,860000,30000,240000,3070000
331,Famicom Mini: Star Soldier,2004,Shooter,Nintendo,GBA,Nintendo,HHC,0,0,80000,0,80000
332,Fate/Stay Night [Réalta Nua],2007,Adventure,Kadokawa Shoten,PS2,Sony,Console,0,0,170000,0,170000
333,Fisherman's Challenge,2003,Sports,Konami Digital Entertainment,PS2,Sony,Console,20000,20000,0,10000,50000
334,Record of Agarest War,2008,RPG,Compile Heart,X360,Microsoft,Console,180000,0,10000,10000,200000
335,NBA 2K12,2011,Sports,Take-Two Interactive,X360,Microsoft,Console,2310000,140000,10000,160000,2620000
336,The Chronicles of Narnia: Prince Caspian,2008,Action,Disney Interactive Studios,DS,Nintendo,HHC,190000,10000,0,20000,220000
337,Kikou Heidan J-Phoenix,2001,Action,Takara,PS2,Sony,Console,0,0,60000,0,60000
338,Super Bomberman,1992,Puzzle,Hudson Soft,SNES,Nintendo,Console,0,0,570000,0,570000
339,SingStar Queen,2009,Misc,Sony Computer Entertainment,PS3,Sony,Console,110000,260000,0,80000,450000
340,Vanark,1999,Shooter,Jaleco,PS,Sony,Console,10000,10000,0,0,20000
341,99 no Namida,2008,Adventure,Namco Bandai Games,DS,Nintendo,HHC,0,0,40000,0,40000
342,"3 in 1: Solitaire, Mahjong & Tangram",2010,Misc,Deep Silver,DS,Nintendo,HHC,0,70000,0,10000,80000
343,PAC-MAN and the Ghostly Adventures,2013,Platform,Namco Bandai Games,3DS,Nintendo,HHC,50000,40000,0,10000,100000
344,Samurai Warriors: Xtreme Legends,2004,Action,Tecmo Koei,PS2,Sony,Console,40000,30000,360000,10000,440000
345,All-Pro Football 2K8,2007,Sports,Take-Two Interactive,PS3,Sony,Console,140000,0,0,10000,150000
346,Jikkyou Powerful Pro Yakyuu Wii Ketteiban,2007,Sports,Konami Digital Entertainment,Wii,Nintendo,Console,0,0,30000,0,30000
347,The Darkness II,2012,Shooter,Take-Two Interactive,X360,Microsoft,Console,240000,120000,0,30000,390000
348,Street Fighter V,2016,Fighting,Capcom,PC,PC,PC,0,50000,0,0,50000
349,Spider-Man 2: Enter: Electro,2001,Action,Activision,PS,Sony,Console,570000,870000,20000,90000,1550000
350,Majesty 2: The Fantasy Kingdom Sim,2009,Strategy,1C,X360,Microsoft,Console,30000,0,0,0,30000
351,Rayman 3: Hoodlum Havoc,2003,Platform,Ubisoft,GC,Nintendo,Console,50000,10000,0,0,60000
352,Muv-Luv Alternative: Total Eclipse,2013,Simulation,5pb,PS3,Sony,Console,0,0,30000,0,30000
353,Rush 2: Extreme Racing USA,1998,Racing,Midway Games,N64,Nintendo,Console,350000,60000,0,0,410000
354,Full House Kiss 2,2006,Adventure,Capcom,PS2,Sony,Console,0,0,20000,0,20000
355,Super Real Mahjong P V,1995,Misc,Seta Corporation,SAT,SEGA,Console,0,0,190000,0,190000
356,Tengai Makyou: Daishi no Mokushiroku - The Apocalypse IV,1997,RPG,Hudson Soft,SAT,SEGA,Console,0,0,260000,0,260000
357,Tiger Woods PGA Tour 2005,2004,Sports,Electronic Arts,PS2,Sony,Console,1030000,320000,0,90000,1440000
358,Mad Max (2015),2015,Action,Warner Bros. Interactive Entertainment,XOne,Microsoft,Console,260000,160000,0,40000,460000
359,The Sims 2,2005,Simulation,Electronic Arts,DS,Nintendo,HHC,820000,70000,0,70000,960000
360,Deus Ex: The Conspiracy,2002,Action,Eidos Interactive,PS2,Sony,Console,100000,80000,0,30000,210000
361,Mashiro Iro Symphony: *mutsu-no-hana,2011,Adventure,Comfort,PSP,Sony,HHC,0,0,30000,0,30000
362,Petz Rescue: Wildlife Vet,2008,Simulation,Ubisoft,Wii,Nintendo,Console,210000,0,0,20000,230000
363,FIFA: Road to World Cup 98,1997,Sports,Electronic Arts,PS,Sony,Console,140000,90000,460000,50000,740000
364,Rugrats in Paris: The Movie,2000,Action,THQ,N64,Nintendo,Console,400000,90000,0,10000,500000
365,SimCity,1991,Simulation,Nintendo,SNES,Nintendo,Console,930000,270000,750000,40000,1990000
366,Guitar Hero: Smash Hits,2009,Misc,Activision,Wii,Nintendo,Console,330000,210000,0,60000,600000
367,WarJetz,2001,Shooter,3DO,PS2,Sony,Console,20000,20000,0,10000,50000
368,The Suite Life of Zack & Cody: Tipton Trouble,2006,Action,Disney Interactive Studios,DS,Nintendo,HHC,230000,0,0,20000,250000
369,Saints Row IV,2013,Action,Deep Silver,PS3,Sony,Console,560000,440000,90000,210000,1300000
370,Dragon Age: Origins,2009,RPG,Electronic Arts,PS3,Sony,Console,960000,440000,80000,220000,1700000
371,Wrath Unleashed,2004,Strategy,LucasArts,PS2,Sony,Console,40000,30000,0,10000,80000
372,Tiger Woods PGA Tour 13,2012,Sports,Electronic Arts,X360,Microsoft,Console,290000,180000,0,40000,510000
373,Demolition Racer,1998,Racing,Infogrames,PS,Sony,Console,170000,120000,0,20000,310000
374,Gadget Racers (PAL),2002,Racing,Zoo Digital Publishing,PS2,Sony,Console,0,0,20000,0,20000
375,Madden NFL 07,2006,Sports,Electronic Arts,GC,Nintendo,Console,480000,130000,0,20000,630000
376,Mario & Sonic at the Olympic Games,2008,Sports,Sega,DS,Nintendo,HHC,1640000,2480000,440000,580000,5140000
377,G-Force,2009,Action,Disney Interactive Studios,PS3,Sony,Console,130000,60000,0,30000,220000
378,Sigma Star Saga,2005,RPG,Atari,GBA,Nintendo,HHC,40000,10000,0,0,50000
379,Gummy Bears Mini Golf,2010,Sports,Unknown,Wii,Nintendo,Console,40000,0,0,0,40000
380,Kingdom Hearts Re:coded,2010,RPG,Square Enix,DS,Nintendo,HHC,560000,100000,270000,50000,980000
381,Zyuden Sentai Kyoryuger: Game de Gaburincho!!,2013,Action,Namco Bandai Games,3DS,Nintendo,HHC,0,0,50000,0,50000
382,Aikatsu! 2-nin no My Princess,2013,Action,Namco Bandai Games,3DS,Nintendo,HHC,0,0,260000,0,260000
383,Scooby-Doo! and the Spooky Swamp,2010,Action,Warner Bros. Interactive Entertainment,DS,Nintendo,HHC,260000,100000,0,30000,390000
384,War Gods,1996,Fighting,GT Interactive,PS,Sony,Console,10000,10000,0,0,20000
385,Need for Speed Underground,2003,Racing,Electronic Arts,GC,Nintendo,Console,690000,480000,10000,30000,1210000
386,Kanon,2000,Adventure,NEC Interchannel,DC,SEGA,Console,0,0,60000,0,60000
387,The Settlers II 10th Anniversary,2006,Action,Ubisoft,PC,PC,PC,0,20000,0,0,20000
388,World Racing,2003,Racing,TDK Mediactive,XB,Microsoft,Console,50000,10000,0,0,60000
389,Wild ARMs 5 (jp sales),2006,RPG,505 Games,PS2,Sony,Console,0,0,120000,0,120000
390,Onimusha Tactics,2003,Strategy,Capcom,GBA,Nintendo,HHC,60000,20000,0,0,80000
391,The Dog Island,2007,Adventure,Ubisoft,PS2,Sony,Console,130000,100000,0,30000,260000
392,Left 4 Dead,2008,Shooter,Electronic Arts,PC,PC,PC,0,20000,0,0,20000
393,The King of Fighters NeoWave,2006,Fighting,SNK Playmore,XB,Microsoft,Console,20000,0,0,0,20000
394,Harry Potter and the Goblet of Fire,2005,Action,Electronic Arts,DS,Nintendo,HHC,210000,20000,0,20000,250000
395,World Destruction League: Thunder Tanks,2000,Action,3DO,PS,Sony,Console,90000,60000,0,10000,160000
396,Syberia,2008,Action,Mindscape,DS,Nintendo,HHC,100000,20000,0,10000,130000
397,Monster Hunter Freedom 2,2011,RPG,Capcom,PS3,Sony,Console,0,0,500000,0,500000
398,JoJo's Bizarre Adventure: All Star Battle,2012,Fighting,Take-Two Interactive,3DS,Nintendo,HHC,60000,0,0,0,60000
399,Evil Dead: Regeneration,2005,Action,THQ,XB,Microsoft,Console,60000,20000,0,0,80000
400,Hot Wheels: Stunt Track Challenge,2004,Racing,THQ,XB,Microsoft,Console,80000,20000,0,0,100000
401,Mass Effect Trilogy,2012,Action,Electronic Arts,PS3,Sony,Console,370000,0,0,40000,410000
402,One Piece: Pirate Warriors 3,2015,Action,Namco Bandai Games,PS3,Sony,Console,0,90000,190000,10000,290000
403,Frogger Beyond,2002,Platform,Konami Digital Entertainment,XB,Microsoft,Console,60000,20000,0,0,80000
404,Date A Live: Rine Utopia,2013,Adventure,Compile Heart,PS3,Sony,Console,0,0,40000,0,40000
405,Centipede: Infestation,2011,Shooter,Atari,Wii,Nintendo,Console,60000,0,0,0,60000
406,Shin Nippon Pro Wrestling: Toukon Retsuden 3,1998,Fighting,Tomy Corporation,PS,Sony,Console,0,0,210000,10000,220000
407,Mega Man Battle Network 6: Cybeast Falzar / Gregar,2005,RPG,Capcom,GBA,Nintendo,HHC,90000,30000,620000,20000,760000
408,GA - Geijutsuka Art Design Class: Slapstick Wonder Land,2010,Adventure,Russel,PSP,Sony,HHC,0,0,20000,0,20000
409,The Oregon Trail,2011,Simulation,Crave Entertainment,3DS,Nintendo,HHC,120000,0,0,10000,130000
410,Sonic Riders: Zero Gravity,2008,Racing,Sega,Wii,Nintendo,Console,500000,320000,20000,100000,940000
411,Exstetra,2013,RPG,FuRyu,PSV,Sony,HHC,0,0,30000,0,30000
412,Pac-Man & Galaga Dimensions,2011,Misc,Namco Bandai Games,3DS,Nintendo,HHC,100000,40000,40000,10000,190000
413,Shrek the Third,2007,Action,Activision,PS2,Sony,Console,400000,20000,0,70000,490000
414,Chou Ezaru wa Akai Hana: Koi wa Tsuki ni Shirube Kareru,2016,Action,dramatic create,PSV,Sony,HHC,0,0,10000,0,10000
415,The Witcher: Enhanced Edition,2008,RPG,Atari,PC,PC,PC,320000,10000,0,0,330000
416,Rec Room Games,2011,Sports,Destineer,DS,Nintendo,HHC,70000,0,0,0,70000
417,Mario Party,1998,Misc,Nintendo,N64,Nintendo,Console,1250000,530000,870000,50000,2700000
418,FIFA Street,2005,Sports,Electronic Arts,GC,Nintendo,Console,40000,10000,0,0,50000
419,Yamakawa Shuppansha Kanshuu: Shousetsu Nihonshi B,2007,Misc,Namco Bandai Games,DS,Nintendo,HHC,0,0,120000,0,120000
420,Monster Jam: Urban Assault,2008,Racing,Activision,Wii,Nintendo,Console,390000,0,0,30000,420000
421,Famista 64,1997,Sports,Namco,N64,Nintendo,Console,0,0,170000,30000,200000
422,WSC Real 11: World Snooker Championship,2011,Sports,Koch Media,PS3,Sony,Console,0,70000,0,20000,90000
423,Sitting Ducks,2003,Platform,LSP Games,GBA,Nintendo,HHC,20000,10000,0,0,30000
424,Vacation Isle: Beach Party,2010,Misc,Warner Bros. Interactive Entertainment,Wii,Nintendo,Console,90000,20000,0,10000,120000
425,Mafia,2002,Action,Take-Two Interactive,PC,PC,PC,0,40000,0,10000,50000
426,Casper,2002,Adventure,Microids,GBA,Nintendo,HHC,10000,0,0,0,10000
427,Adidas Power Soccer 98,1998,Sports,Psygnosis,PS,Sony,Console,10000,10000,0,0,20000
428,Atelier Sophie: The Alchemist of the Mysterious Book,2015,RPG,Tecmo Koei,PS3,Sony,Console,0,0,30000,0,30000
429,Super Baseball Simulator 1.000,1991,Sports,Culture Brain,SNES,Nintendo,Console,0,0,200000,0,200000
430,Walt Disney's The Jungle Book: Rhythm N'Groove,2000,Misc,Sony Computer Entertainment,PS,Sony,Console,50000,30000,0,10000,90000
431,WWII Aces,2008,Simulation,Destineer,Wii,Nintendo,Console,270000,0,0,20000,290000
432,Irritating Stick,1998,Action,Saurus,PS,Sony,Console,10000,10000,0,0,20000
433,Time Crisis 3,2003,Shooter,Namco Bandai Games,PS2,Sony,Console,300000,230000,0,80000,610000
434,U-Sing  2,2010,Misc,Mindscape,Wii,Nintendo,Console,0,80000,0,10000,90000
435,The Thing,2002,Adventure,Vivendi Games,PS2,Sony,Console,220000,170000,0,60000,450000
436,Gears of War: Judgment,2013,Shooter,Microsoft Game Studios,X360,Microsoft,Console,920000,530000,30000,130000,1610000
437,NASCAR 2005: Chase for the Cup,2004,Racing,Electronic Arts,PS2,Sony,Console,690000,540000,0,180000,1410000
438,Medal of Honor: Warfighter,2012,Action,Electronic Arts,X360,Microsoft,Console,580000,470000,10000,100000,1160000
439,WWE 2K15,2014,Sports,Take-Two Interactive,XOne,Microsoft,Console,280000,230000,0,40000,550000
440,Fortune Street,2011,Misc,Nintendo,Wii,Nintendo,Console,270000,40000,170000,20000,500000
441,Star Wars: Battlefront,2004,Shooter,Activision,XB,Microsoft,Console,1240000,450000,0,70000,1760000
442,Dog's Life,2003,Adventure,Sony Computer Entertainment,PS2,Sony,Console,210000,160000,0,50000,420000
443,TOCA Race Driver 3,2006,Racing,Codemasters,XB,Microsoft,Console,30000,10000,0,0,40000
444,Pachitte Chonmage Tatsujin 12: Pachinko Ultraman,2007,Misc,Hackberry,PS2,Sony,Console,0,0,30000,0,30000
445,Disney's Treasure Planet,2002,Action,Sony Computer Entertainment,PS2,Sony,Console,160000,130000,0,40000,330000
446,Greg Hastings' Tournament Paintball,2004,Shooter,Activision,XB,Microsoft,Console,460000,60000,0,20000,540000
447,FIFA 14,2013,Sports,Electronic Arts,XOne,Microsoft,Console,410000,660000,0,120000,1190000
448,Hunted: The Demon's Forge,2011,Action,Bethesda Softworks,X360,Microsoft,Console,130000,70000,0,20000,220000
449,F1 2010,2010,Racing,Codemasters,PS3,Sony,Console,250000,760000,80000,270000,1360000
450,Renai 0 Kilometer,2013,Adventure,Alchemist,PSP,Sony,HHC,0,0,30000,0,30000
451,Spider-Man: The Movie,2002,Action,Activision,GC,Nintendo,Console,860000,270000,10000,40000,1180000
452,Conker's Bad Fur Day,2001,Platform,THQ,N64,Nintendo,Console,530000,220000,0,20000,770000
453,Mario's Picross,1995,Puzzle,Nintendo,GB,Nintendo,HHC,0,0,620000,0,620000
454,Armored Core 2,2000,Simulation,Ubisoft,PS2,Sony,Console,280000,220000,230000,70000,800000
455,Rapala Fishing Frenzy 2009,2008,Sports,Activision,PS3,Sony,Console,160000,0,0,10000,170000
456,Let's Sing 2016,2015,Action,FuRyu Corporation,PS4,Sony,Console,20000,0,0,10000,30000
457,Baseball,1983,Sports,Nintendo,NES,Nintendo,Console,730000,100000,2350000,20000,3200000
458,Resident Evil: Operation Raccoon City,2012,Action,Capcom,X360,Microsoft,Console,550000,150000,30000,60000,790000
459,SimCity 2000,2003,Simulation,Zoo Digital Publishing,GBA,Nintendo,HHC,80000,30000,0,0,110000
460,Geometry Wars: Galaxies,2007,Shooter,Vivendi Games,Wii,Nintendo,Console,110000,0,0,10000,120000
461,Super Robot Spirits,1998,Fighting,Banpresto,N64,Nintendo,Console,0,0,40000,30000,70000
