,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Total_Sales
288,Yourself Fitness,XB,2004,Sports,responDESIGN,70000,20000,0,0,90000
289,Global Touring Challenge: Africa,PS2,2001,Racing,Rage Software,50000,40000,0,10000,100000
290,Tomb Raider: Anniversary,X360,2007,Action,Eidos Interactive,120000,230000,0,50000,400000
291,PQ: Practical Intelligence Quotient,PSP,2005,Puzzle,D3Publisher,70000,0,0,10000,80000
292,Lotus Challenge,GC,2004,Racing,Ignition Entertainment,10000,0,0,0,10000
293,SpongeBob: HeroPants,X360,2015,Platform,Activision,80000,0,0,10000,90000
294,Are You Smarter Than a 5th Grader? Back to School,DS,2010,Misc,THQ,80000,0,0,10000,90000
295,Crazy Taxi 2,DC,2001,Racing,Sega,0,0,70000,0,70000
296,Panzer Dragoon,SAT,1995,Shooter,Sega,0,0,370000,0,370000
297,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",PS3,2007,Action,Activision,320000,40000,10000,40000,410000
298,Neverwinter Nights 2,PC,2006,Role-Playing,Atari,0,20000,0,0,20000
299,Aria: The Origination ~Aoi Wakusei no El Cielo~,PS2,2008,Adventure,Alchemist,0,0,20000,0,20000
300,Warriors Orochi 2,PSP,2008,Action,Tecmo Koei,60000,0,220000,10000,290000
301,Viz,N64,1998,Racing,Acclaim Entertainment,230000,60000,0,0,290000
302,Activision Anthology,GBA,2003,Misc,Activision,30000,10000,0,0,40000
303,The Crew,XOne,2014,Racing,Ubisoft,240000,340000,0,50000,630000
304,Cabela's Dangerous Hunts 2011,Wii,2010,Sports,Activision,530000,20000,0,40000,590000
305,Syndicate,X360,2012,Shooter,Electronic Arts,100000,60000,0,20000,180000
306,CSI: Fatal Conspiracy,PC,2010,Adventure,Ubisoft,0,30000,0,10000,40000
307,Max Payne 2: The Fall of Max Payne,PC,2003,Shooter,Take-Two Interactive,0,20000,0,0,20000
308,Soma Bringer,DS,2008,Role-Playing,Nintendo,0,0,110000,0,110000
309,Harvest Moon: Magical Melody,GC,2005,Simulation,Ubisoft,190000,50000,0,10000,250000
310,Criminal Girls 2,PSV,2015,Role-Playing,Nippon Ichi Software,0,0,30000,0,30000
311,Time Crisis: Project Titan,PS,2001,Shooter,Namco Bandai Games,30000,20000,0,0,50000
312,50 Cent: Bulletproof,PSP,2006,Action,Vivendi Games,80000,0,0,10000,90000
313,de Blob 2,Wii,2011,Platform,THQ,110000,60000,0,20000,190000
314,The Urbz: Sims in the City,GBA,2004,Simulation,Electronic Arts,370000,220000,0,30000,620000
315,And1 Streetball,PS2,2006,Action,Ubisoft,130000,100000,0,30000,260000
316,Sonic Adventure,DC,1998,Platform,Sega,1260000,610000,460000,80000,2410000
317,Peter Jacobsen's Golden Tee Golf,PS,2000,Sports,Infogrames,70000,50000,0,10000,130000
318,Naruto: Ninja Council 3,DS,2006,Action,D3Publisher,390000,0,0,30000,420000
319,FIFA 15,PC,2014,Sports,Electronic Arts,0,270000,0,30000,300000
320,WWE '13,Wii,2012,Action,THQ,120000,20000,0,10000,150000
321,The Amazing Spider-Man 2 (2014),WiiU,2014,Action,Activision,30000,20000,0,0,50000
322,Katekyoo Hitman Reborn! Kindan no Yami no Delta,Wii,2008,Action,Marvelous Interactive,0,0,10000,0,10000
323,Jackie Chan: Stuntmaster,PS,1999,Action,Sony Computer Entertainment,120000,80000,0,10000,210000
324,Coronation Street: The Mystery of the Missing Hotpot Recipe,PC,2011,Adventure,Avanquest,0,10000,0,0,10000
325,Where the Wild Things Are,X360,2009,Platform,Warner Bros. Interactive Entertainment,100000,0,0,10000,110000
326,Fallout: New Vegas,PC,2010,Role-Playing,Bethesda Softworks,580000,450000,0,140000,1170000
327,Fantastic Four,PS,1997,Action,Acclaim Entertainment,40000,30000,0,0,70000
328,Army Men: Sarge's War,GC,2004,Shooter,Global Star,120000,30000,0,0,150000
329,Uppers,PSV,2016,Action,Marvelous Entertainment,0,0,10000,0,10000
330,Mass Effect 3,X360,2012,Role-Playing,Electronic Arts,1940000,860000,30000,240000,3070000
331,Famicom Mini: Star Soldier,GBA,2004,Shooter,Nintendo,0,0,80000,0,80000
332,Fate/Stay Night [Réalta Nua],PS2,2007,Adventure,Kadokawa Shoten,0,0,170000,0,170000
333,Fisherman's Challenge,PS2,2003,Sports,Konami Digital Entertainment,20000,20000,0,10000,50000
334,Record of Agarest War,X360,2008,Role-Playing,Compile Heart,180000,0,10000,10000,200000
335,NBA 2K12,X360,2011,Sports,Take-Two Interactive,2310000,140000,10000,160000,2620000
336,The Chronicles of Narnia: Prince Caspian,DS,2008,Action,Disney Interactive Studios,190000,10000,0,20000,220000
337,Kikou Heidan J-Phoenix,PS2,2001,Action,Takara,0,0,60000,0,60000
338,Super Bomberman,SNES,1992,Puzzle,Hudson Soft,0,0,570000,0,570000
339,SingStar Queen,PS3,2009,Misc,Sony Computer Entertainment,110000,260000,0,80000,450000
340,Vanark,PS,1999,Shooter,Jaleco,10000,10000,0,0,20000
341,99 no Namida,DS,2008,Adventure,Namco Bandai Games,0,0,40000,0,40000
342,"3 in 1: Solitaire, Mahjong & Tangram",DS,2010,Misc,Deep Silver,0,70000,0,10000,80000
343,PAC-MAN and the Ghostly Adventures,3DS,2013,Platform,Namco Bandai Games,50000,40000,0,10000,100000
344,Samurai Warriors: Xtreme Legends,PS2,2004,Action,Tecmo Koei,40000,30000,360000,10000,440000
345,All-Pro Football 2K8,PS3,2007,Sports,Take-Two Interactive,140000,0,0,10000,150000
346,Jikkyou Powerful Pro Yakyuu Wii Ketteiban,Wii,2007,Sports,Konami Digital Entertainment,0,0,30000,0,30000
347,The Darkness II,X360,2012,Shooter,Take-Two Interactive,240000,120000,0,30000,390000
348,Street Fighter V,PC,2016,Fighting,Capcom,0,50000,0,0,50000
349,Spider-Man 2: Enter: Electro,PS,2001,Action,Activision,570000,870000,20000,90000,1550000
350,Majesty 2: The Fantasy Kingdom Sim,X360,2009,Strategy,1C,30000,0,0,0,30000
351,Rayman 3: Hoodlum Havoc,GC,2003,Platform,Ubisoft,50000,10000,0,0,60000
352,Muv-Luv Alternative: Total Eclipse,PS3,2013,Simulation,5pb,0,0,30000,0,30000
353,Rush 2: Extreme Racing USA,N64,1998,Racing,Midway Games,350000,60000,0,0,410000
354,Full House Kiss 2,PS2,2006,Adventure,Capcom,0,0,20000,0,20000
355,Super Real Mahjong P V,SAT,1995,Misc,Seta Corporation,0,0,190000,0,190000
356,Tengai Makyou: Daishi no Mokushiroku - The Apocalypse IV,SAT,1997,Role-Playing,Hudson Soft,0,0,260000,0,260000
357,Tiger Woods PGA Tour 2005,PS2,2004,Sports,Electronic Arts,1030000,320000,0,90000,1440000
358,Mad Max (2015),XOne,2015,Action,Warner Bros. Interactive Entertainment,260000,160000,0,40000,460000
359,The Sims 2,DS,2005,Simulation,Electronic Arts,820000,70000,0,70000,960000
360,Deus Ex: The Conspiracy,PS2,2002,Action,Eidos Interactive,100000,80000,0,30000,210000
361,Mashiro Iro Symphony: *mutsu-no-hana,PSP,2011,Adventure,Comfort,0,0,30000,0,30000
362,Petz Rescue: Wildlife Vet,Wii,2008,Simulation,Ubisoft,210000,0,0,20000,230000
363,FIFA: Road to World Cup 98,PS,1997,Sports,Electronic Arts,140000,90000,460000,50000,740000
364,Rugrats in Paris: The Movie,N64,2000,Action,THQ,400000,90000,0,10000,500000
365,SimCity,SNES,1991,Simulation,Nintendo,930000,270000,750000,40000,1990000
366,Guitar Hero: Smash Hits,Wii,2009,Misc,Activision,330000,210000,0,60000,600000
367,WarJetz,PS2,2001,Shooter,3DO,20000,20000,0,10000,50000
368,The Suite Life of Zack & Cody: Tipton Trouble,DS,2006,Action,Disney Interactive Studios,230000,0,0,20000,250000
369,Saints Row IV,PS3,2013,Action,Deep Silver,560000,440000,90000,210000,1300000
370,Dragon Age: Origins,PS3,2009,Role-Playing,Electronic Arts,960000,440000,80000,220000,1700000
371,Wrath Unleashed,PS2,2004,Strategy,LucasArts,40000,30000,0,10000,80000
372,Tiger Woods PGA Tour 13,X360,2012,Sports,Electronic Arts,290000,180000,0,40000,510000
373,Demolition Racer,PS,1998,Racing,Infogrames,170000,120000,0,20000,310000
374,Gadget Racers (PAL),PS2,2002,Racing,Zoo Digital Publishing,0,0,20000,0,20000
375,Madden NFL 07,GC,2006,Sports,Electronic Arts,480000,130000,0,20000,630000
376,Mario & Sonic at the Olympic Games,DS,2008,Sports,Sega,1640000,2480000,440000,580000,5140000
377,G-Force,PS3,2009,Action,Disney Interactive Studios,130000,60000,0,30000,220000
378,Sigma Star Saga,GBA,2005,Role-Playing,Atari,40000,10000,0,0,50000
379,Gummy Bears Mini Golf,Wii,2010,Sports,Unknown,40000,0,0,0,40000
380,Kingdom Hearts Re:coded,DS,2010,Role-Playing,Square Enix,560000,100000,270000,50000,980000
381,Zyuden Sentai Kyoryuger: Game de Gaburincho!!,3DS,2013,Action,Namco Bandai Games,0,0,50000,0,50000
382,Aikatsu! 2-nin no My Princess,3DS,2013,Action,Namco Bandai Games,0,0,260000,0,260000
383,Scooby-Doo! and the Spooky Swamp,DS,2010,Action,Warner Bros. Interactive Entertainment,260000,100000,0,30000,390000
384,War Gods,PS,1996,Fighting,GT Interactive,10000,10000,0,0,20000
385,Need for Speed Underground,GC,2003,Racing,Electronic Arts,690000,480000,10000,30000,1210000
386,Kanon,DC,2000,Adventure,NEC Interchannel,0,0,60000,0,60000
387,The Settlers II 10th Anniversary,PC,2006,Action,Ubisoft,0,20000,0,0,20000
388,World Racing,XB,2003,Racing,TDK Mediactive,50000,10000,0,0,60000
389,Wild ARMs 5 (jp sales),PS2,2006,Role-Playing,505 Games,0,0,120000,0,120000
390,Onimusha Tactics,GBA,2003,Strategy,Capcom,60000,20000,0,0,80000
391,The Dog Island,PS2,2007,Adventure,Ubisoft,130000,100000,0,30000,260000
392,Left 4 Dead,PC,2008,Shooter,Electronic Arts,0,20000,0,0,20000
393,The King of Fighters NeoWave,XB,2006,Fighting,SNK Playmore,20000,0,0,0,20000
394,Harry Potter and the Goblet of Fire,DS,2005,Action,Electronic Arts,210000,20000,0,20000,250000
395,World Destruction League: Thunder Tanks,PS,2000,Action,3DO,90000,60000,0,10000,160000
396,Syberia,DS,2008,Action,Mindscape,100000,20000,0,10000,130000
397,Monster Hunter Freedom 2,PS3,2011,Role-Playing,Capcom,0,0,500000,0,500000
398,JoJo's Bizarre Adventure: All Star Battle,3DS,2012,Fighting,Take-Two Interactive,60000,0,0,0,60000
399,Evil Dead: Regeneration,XB,2005,Action,THQ,60000,20000,0,0,80000
400,Hot Wheels: Stunt Track Challenge,XB,2004,Racing,THQ,80000,20000,0,0,100000
401,Mass Effect Trilogy,PS3,2012,Action,Electronic Arts,370000,0,0,40000,410000
402,One Piece: Pirate Warriors 3,PS3,2015,Action,Namco Bandai Games,0,90000,190000,10000,290000
403,Frogger Beyond,XB,2002,Platform,Konami Digital Entertainment,60000,20000,0,0,80000
404,Date A Live: Rine Utopia,PS3,2013,Adventure,Compile Heart,0,0,40000,0,40000
405,Centipede: Infestation,Wii,2011,Shooter,Atari,60000,0,0,0,60000
406,Shin Nippon Pro Wrestling: Toukon Retsuden 3,PS,1998,Fighting,Tomy Corporation,0,0,210000,10000,220000
407,Mega Man Battle Network 6: Cybeast Falzar / Gregar,GBA,2005,Role-Playing,Capcom,90000,30000,620000,20000,760000
408,GA - Geijutsuka Art Design Class: Slapstick Wonder Land,PSP,2010,Adventure,Russel,0,0,20000,0,20000
409,The Oregon Trail,3DS,2011,Simulation,Crave Entertainment,120000,0,0,10000,130000
410,Sonic Riders: Zero Gravity,Wii,2008,Racing,Sega,500000,320000,20000,100000,940000
411,Exstetra,PSV,2013,Role-Playing,FuRyu,0,0,30000,0,30000
412,Pac-Man & Galaga Dimensions,3DS,2011,Misc,Namco Bandai Games,100000,40000,40000,10000,190000
413,Shrek the Third,PS2,2007,Action,Activision,400000,20000,0,70000,490000
414,Chou Ezaru wa Akai Hana: Koi wa Tsuki ni Shirube Kareru,PSV,2016,Action,dramatic create,0,0,10000,0,10000
415,The Witcher: Enhanced Edition,PC,2008,Role-Playing,Atari,320000,10000,0,0,330000
416,Rec Room Games,DS,2011,Sports,Destineer,70000,0,0,0,70000
417,Mario Party,N64,1998,Misc,Nintendo,1250000,530000,870000,50000,2700000
418,FIFA Street,GC,2005,Sports,Electronic Arts,40000,10000,0,0,50000
419,Yamakawa Shuppansha Kanshuu: Shousetsu Nihonshi B,DS,2007,Misc,Namco Bandai Games,0,0,120000,0,120000
420,Monster Jam: Urban Assault,Wii,2008,Racing,Activision,390000,0,0,30000,420000
421,Famista 64,N64,1997,Sports,Namco,0,0,170000,30000,200000
422,WSC Real 11: World Snooker Championship,PS3,2011,Sports,Koch Media,0,70000,0,20000,90000
423,Sitting Ducks,GBA,2003,Platform,LSP Games,20000,10000,0,0,30000
424,Vacation Isle: Beach Party,Wii,2010,Misc,Warner Bros. Interactive Entertainment,90000,20000,0,10000,120000
425,Mafia,PC,2002,Action,Take-Two Interactive,0,40000,0,10000,50000
426,Casper,GBA,2002,Adventure,Microids,10000,0,0,0,10000
427,Adidas Power Soccer 98,PS,1998,Sports,Psygnosis,10000,10000,0,0,20000
428,Atelier Sophie: The Alchemist of the Mysterious Book,PS3,2015,Role-Playing,Tecmo Koei,0,0,30000,0,30000
429,Super Baseball Simulator 1.000,SNES,1991,Sports,Culture Brain,0,0,200000,0,200000
430,Walt Disney's The Jungle Book: Rhythm N'Groove,PS,2000,Misc,Sony Computer Entertainment,50000,30000,0,10000,90000
431,WWII Aces,Wii,2008,Simulation,Destineer,270000,0,0,20000,290000
432,Irritating Stick,PS,1998,Action,Saurus,10000,10000,0,0,20000
433,Time Crisis 3,PS2,2003,Shooter,Namco Bandai Games,300000,230000,0,80000,610000
434,U-Sing  2,Wii,2010,Misc,Mindscape,0,80000,0,10000,90000
435,The Thing,PS2,2002,Adventure,Vivendi Games,220000,170000,0,60000,450000
436,Gears of War: Judgment,X360,2013,Shooter,Microsoft Game Studios,920000,530000,30000,130000,1610000
437,NASCAR 2005: Chase for the Cup,PS2,2004,Racing,Electronic Arts,690000,540000,0,180000,1410000
438,Medal of Honor: Warfighter,X360,2012,Action,Electronic Arts,580000,470000,10000,100000,1160000
439,WWE 2K15,XOne,2014,Sports,Take-Two Interactive,280000,230000,0,40000,550000
440,Fortune Street,Wii,2011,Misc,Nintendo,270000,40000,170000,20000,500000
441,Star Wars: Battlefront,XB,2004,Shooter,Activision,1240000,450000,0,70000,1760000
442,Dog's Life,PS2,2003,Adventure,Sony Computer Entertainment,210000,160000,0,50000,420000
443,TOCA Race Driver 3,XB,2006,Racing,Codemasters,30000,10000,0,0,40000
444,Pachitte Chonmage Tatsujin 12: Pachinko Ultraman,PS2,2007,Misc,Hackberry,0,0,30000,0,30000
445,Disney's Treasure Planet,PS2,2002,Action,Sony Computer Entertainment,160000,130000,0,40000,330000
446,Greg Hastings' Tournament Paintball,XB,2004,Shooter,Activision,460000,60000,0,20000,540000
447,FIFA 14,XOne,2013,Sports,Electronic Arts,410000,660000,0,120000,1190000
448,Hunted: The Demon's Forge,X360,2011,Action,Bethesda Softworks,130000,70000,0,20000,220000
449,F1 2010,PS3,2010,Racing,Codemasters,250000,760000,80000,270000,1360000
450,Renai 0 Kilometer,PSP,2013,Adventure,Alchemist,0,0,30000,0,30000
451,Spider-Man: The Movie,GC,2002,Action,Activision,860000,270000,10000,40000,1180000
452,Conker's Bad Fur Day,N64,2001,Platform,THQ,530000,220000,0,20000,770000
453,Mario's Picross,GB,1995,Puzzle,Nintendo,0,0,620000,0,620000
454,Armored Core 2,PS2,2000,Simulation,Ubisoft,280000,220000,230000,70000,800000
455,Rapala Fishing Frenzy 2009,PS3,2008,Sports,Activision,160000,0,0,10000,170000
456,Let's Sing 2016,PS4,2015,Action,FuRyu Corporation,20000,0,0,10000,30000
457,Baseball,NES,1983,Sports,Nintendo,730000,100000,2350000,20000,3200000
458,Resident Evil: Operation Raccoon City,X360,2012,Action,Capcom,550000,150000,30000,60000,790000
459,SimCity 2000,GBA,2003,Simulation,Zoo Digital Publishing,80000,30000,0,0,110000
460,Geometry Wars: Galaxies,Wii,2007,Shooter,Vivendi Games,110000,0,0,10000,120000
461,Super Robot Spirits,N64,1998,Fighting,Banpresto,0,0,40000,30000,70000
462,Superman: Shadow of Apokolips,GC,2003,Action,Atari,60000,20000,0,0,80000
463,FIFA Street 2,PS2,2006,Sports,Electronic Arts,170000,130000,20000,40000,360000
464,Full Auto 2: Battlelines,PSP,2007,Racing,Sega,0,10000,0,0,10000
465,Call of Duty: Advanced Warfare,PS3,2014,Shooter,Activision,1540000,1940000,190000,770000,4440000
466,Maken Shao: Demon Sword,PS2,2001,Action,Midas Interactive Entertainment,0,0,40000,0,40000
467,Cooking Mama: My Sweets Shop,3DS,2014,Simulation,Office Create,0,0,30000,0,30000
468,Phoenix Wright: Ace Attorney Trilogy,3DS,2014,Adventure,Capcom,0,0,20000,0,20000
469,Derby Stallion 64,N64,2001,Sports,Media Factory,0,0,150000,0,150000
470,In the Hunt,PS,1995,Shooter,THQ,30000,20000,70000,10000,130000
471,Nitrobike,Wii,2008,Racing,Ubisoft,110000,10000,0,10000,130000
472,San Goku Shi Taisen Ten,DS,2008,Strategy,Sega,0,0,70000,0,70000
473,Madden NFL 2002,GC,2001,Sports,Electronic Arts,470000,120000,0,20000,610000
474,Mappy,NES,1984,Platform,Namco Bandai Games,0,0,690000,0,690000
475,Bleach: Blade Battlers 2nd,PS2,2007,Fighting,Sony Computer Entertainment,0,0,60000,0,60000
476,Romancing SaGa,SNES,1992,Role-Playing,SquareSoft,0,0,970000,0,970000
477,LEGO Star Wars: The Complete Saga,PS3,2007,Action,LucasArts,1020000,970000,0,390000,2380000
478,Harry Potter and the Half-Blood Prince,PS2,2009,Action,Electronic Arts,130000,70000,0,440000,640000
479,Kung Fu Chaos,XB,2003,Fighting,Microsoft Game Studios,210000,60000,0,10000,280000
480,Shadow Master,PS,1997,Adventure,Psygnosis,50000,40000,0,10000,100000
481,Lost Planet 2,PS3,2010,Shooter,Capcom,290000,340000,200000,130000,960000
482,Mafia II,PS3,2010,Action,Take-Two Interactive,500000,720000,40000,260000,1520000
483,Skate,PS3,2007,Sports,Electronic Arts,290000,50000,0,40000,380000
484,Rise of Nightmares,X360,2011,Action,Sega,280000,130000,10000,40000,460000
485,PriPara Mezase! Idol Grand Prix No.1!,3DS,2015,Misc,Takara Tomy,0,0,110000,0,110000
486,SBK: Snowboard Kids,DS,2005,Sports,Rising Star Games,20000,0,0,0,20000
487,Puyo Pop,GBA,2001,Puzzle,Sega,40000,10000,0,0,50000
488,FIFA World Cup Germany 2006,DS,2006,Sports,Electronic Arts,30000,0,0,0,30000
489,Front Mission 2,PS,1997,Strategy,SquareSoft,0,0,490000,30000,520000
490,Indiana Jones and the Staff of Kings,PS2,2009,Action,Activision,110000,10000,0,160000,280000
491,Blood: The Last Vampire (Joukan),PS2,2000,Adventure,Sony Computer Entertainment,0,0,90000,0,90000
492,Toriko: Gourmet Survival!,PSP,2011,Role-Playing,Namco Bandai Games,0,0,360000,0,360000
493,New Super Luigi U,WiiU,2013,Platform,Nintendo,1270000,620000,180000,160000,2230000
494,Project Eden,PS2,2001,Action,Eidos Interactive,40000,30000,0,10000,80000
495,Hello Kitty: Big City Dreams,DS,2008,Puzzle,Empire Interactive,420000,80000,0,40000,540000
496,Horrid Henry's Horrid Adventure,DS,2010,Adventure,Asylum Entertainment,0,70000,0,10000,80000
497,Winning Post 7: Maximum 2007,PS3,2007,Sports,Tecmo Koei,0,0,20000,0,20000
498,Resident Evil: Outbreak,PS2,2003,Action,Capcom,540000,350000,460000,100000,1450000
499,Pet Shop Monogatari DS 2,DS,2010,Simulation,Taito,0,0,10000,0,10000
500,Rudolph the Red-Nosed Reindeer,DS,2010,Action,Crave Entertainment,150000,0,0,10000,160000
501,Tony Hawk's Pro Skater 3,PS,2001,Sports,Activision,1090000,490000,20000,70000,1670000
502,Brain Age 2: More Training in Minutes a Day,DS,2005,Puzzle,Nintendo,3440000,5360000,5320000,1180000,15300000
503,Naruto: Ultimate Ninja,PS2,2003,Fighting,Atari,500000,20000,0,80000,600000
504,Cabela's Big Game Hunter: Hunting Party,X360,2011,Sports,Activision,160000,0,0,10000,170000
505,NHRA Championship Drag Racing,PS2,2005,Racing,ValuSoft,120000,90000,0,30000,240000
506,Dance Dance Revolution Universe 3,X360,2008,Simulation,Konami Digital Entertainment,280000,0,0,20000,300000
507,Spyro: Enter the Dragonfly,GC,2002,Platform,Universal Interactive,550000,140000,0,20000,710000
508,The LEGO Movie Videogame,3DS,2014,Action,Warner Bros. Interactive Entertainment,280000,310000,50000,50000,690000
509,Operation: Vietnam,DS,2007,Shooter,Majesco Entertainment,60000,0,0,0,60000
510,Donkey Kong Country Returns,3DS,2013,Platform,Nintendo,730000,620000,400000,120000,1870000
511,Operation Flashpoint: Dragon Rising,PC,2009,Shooter,Codemasters,10000,30000,0,10000,50000
512,Ice Age 2: The Meltdown,Wii,2006,Platform,Vivendi Games,60000,10000,0,10000,80000
513,Borderlands 2,PC,2012,Shooter,Take-Two Interactive,420000,410000,0,110000,940000
514,Calling,Wii,2009,Adventure,Konami Digital Entertainment,70000,40000,0,10000,120000
515,Syndicate Wars,PS,1997,Strategy,Electronic Arts,20000,10000,0,0,30000
516,Disney Magical World,3DS,2013,Adventure,Nintendo,160000,200000,530000,30000,920000
517,Mahou Sensei Negima!? Neo-Pactio Fight!!,Wii,2007,Fighting,Marvelous Interactive,0,0,10000,0,10000
518,Terraria,PS4,2014,Action,505 Games,0,50000,10000,10000,70000
519,Dance Central: Spotlight,XOne,2014,Misc,Microsoft Game Studios,150000,30000,0,0,180000
520,Teenage Mutant Ninja Turtles: Tournament Fighters,NES,1992,Fighting,Konami Digital Entertainment,40000,10000,20000,0,70000
521,WWE All Stars,PSP,2011,Fighting,THQ,120000,40000,0,30000,190000
522,Worms: Open Warfare 2,DS,2007,Strategy,THQ,70000,250000,0,40000,360000
523,7th Dragon III Code: VFD,3DS,2015,Role-Playing,Sega,30000,0,120000,0,150000
524,Moero! Nekketsu Rhythm Damashii: Osu! Tatakae! Ouendan! 2,DS,2007,Misc,Nintendo,0,0,270000,0,270000
525,NHL 12,X360,2011,Sports,Electronic Arts,550000,100000,0,50000,700000
526,RACE On,PC,2009,Racing,bitComposer Games,0,30000,0,10000,40000
527,Cubivore: Survival of the Fittest,GC,2002,Adventure,Nintendo,10000,0,150000,0,160000
528,Monster Hunter 4 Ultimate,3DS,2014,Role-Playing,Nintendo,670000,490000,2620000,110000,3890000
529,Cars: Race-O-Rama,PS3,2009,Racing,THQ,140000,30000,0,20000,190000
530,Aliens vs Predator,X360,2010,Shooter,Sega,550000,400000,0,110000,1060000
531,Pro Yakyuu Family Stadium '88,NES,1988,Sports,Namco Bandai Games,100000,0,1080000,0,1180000
